module_category,component_category,year_repair,month_repair,number_repair
M3,P26,2007,12,224
M3,P26,2008,1,158
M3,P26,2008,2,184
M3,P26,2008,3,270
M3,P26,2008,4,200
M3,P26,2008,5,145
M3,P26,2008,6,159
M3,P26,2008,7,144
M3,P26,2008,8,187
M3,P26,2008,9,153
M3,P26,2008,10,163
M3,P26,2008,11,204
M3,P26,2008,12,88
M3,P26,2009,1,69
M3,P26,2009,2,37
M3,P26,2009,3,23
M3,P26,2009,4,23
M3,P26,2009,5,10
M3,P26,2009,6,11
M3,P26,2009,7,5
M3,P26,2009,8,9
M3,P26,2009,9,7
M3,P26,2009,10,3
M3,P26,2009,11,4
M3,P26,2009,12,1
M3,P27,2007,9,1
M3,P28,2006,10,3
M3,P28,2006,11,8
M3,P28,2006,12,15
M3,P28,2007,1,37
M3,P28,2007,2,43
M3,P28,2007,3,50
M3,P28,2007,4,60
M3,P28,2007,5,41
M3,P28,2007,6,49
M3,P28,2007,7,74
M3,P28,2007,8,52
M3,P28,2007,9,60
M3,P28,2007,10,76
M3,P28,2007,11,73
M3,P28,2007,12,61
M3,P28,2008,1,57
M3,P28,2008,2,82
M3,P28,2008,3,117
M3,P28,2008,4,68
M3,P28,2008,5,77
M3,P28,2008,6,85
M3,P28,2008,7,84
M3,P28,2008,8,92
M3,P28,2008,9,73
M3,P28,2008,10,78
M3,P28,2008,11,81
M3,P28,2008,12,59
M3,P28,2009,1,41
M3,P28,2009,2,40
M3,P28,2009,3,22
M3,P28,2009,4,16
M3,P28,2009,5,12
M3,P28,2009,6,8
M3,P28,2009,7,7
M3,P28,2009,8,6
M3,P28,2009,9,4
M3,P28,2009,10,4
M3,P28,2009,11,3
M3,P28,2009,12,2
M3,P30,2006,11,4
M3,P30,2006,12,17
M3,P30,2007,1,43
M3,P30,2007,2,51
M3,P30,2007,3,60
M3,P30,2007,4,56
M3,P30,2007,5,54
M3,P30,2007,6,58
M3,P30,2007,7,67
M3,P30,2007,8,50
M3,P30,2007,9,46
M3,P30,2007,10,56
M3,P30,2007,11,48
M3,P30,2007,12,48
M3,P30,2008,1,45
M3,P30,2008,2,57
M3,P30,2008,3,35
M3,P30,2008,4,32
M3,P30,2008,5,34
M3,P30,2008,6,49
M3,P30,2008,7,43
M3,P30,2008,8,32
M3,P30,2008,9,27
M3,P30,2008,10,30
M3,P30,2008,11,28
M3,P30,2008,12,21
M3,P30,2009,1,17
M3,P30,2009,2,6
M3,P30,2009,3,13
M3,P30,2009,4,4
M3,P30,2009,5,9
M3,P30,2009,6,7
M3,P30,2009,7,5
M3,P30,2009,8,4
M3,P30,2009,9,1
M3,P30,2009,10,5
M3,P30,2009,12,2
M3,P31,2006,12,2
M3,P31,2007,1,7
M3,P31,2007,2,11
M3,P31,2007,3,12
M3,P31,2007,4,12
M3,P31,2007,5,5
M3,P31,2007,6,8
M3,P31,2007,7,9
M3,P31,2007,8,7
M3,P31,2007,9,10
M3,P31,2007,10,8
M3,P31,2007,11,6
M3,P31,2007,12,7
M3,P31,2008,1,11
M3,P31,2008,2,8
M3,P31,2008,3,7
M3,P31,2008,4,8
M3,P31,2008,5,5
M3,P31,2008,6,4
M3,P31,2008,7,3
M3,P31,2008,9,5
M3,P31,2008,10,2
M3,P31,2008,11,6
M3,P31,2008,12,8
M3,P31,2009,1,4
M3,P31,2009,2,1
M3,P31,2009,3,5
M3,P31,2009,4,1
M3,P31,2009,5,3
M3,P31,2009,6,4
M3,P31,2009,9,1
M4,P01,2005,4,1
M4,P01,2006,2,7
M4,P01,2006,3,4
M4,P01,2006,7,1
M4,P01,2006,10,1
M4,P01,2007,2,1
M4,P01,2007,3,1
M4,P01,2009,7,1
M4,P01,2009,8,2
M4,P02,2005,4,6
M4,P02,2005,5,8
M4,P02,2005,6,15
M4,P02,2005,7,26
M4,P02,2005,8,26
M4,P02,2005,9,19
M4,P02,2005,10,15
M4,P02,2005,11,36
M4,P02,2005,12,19
M4,P02,2006,1,29
M4,P02,2006,2,34
M4,P02,2006,3,45
M4,P02,2006,4,44
M4,P02,2006,5,29
M4,P02,2006,6,30
M4,P02,2006,7,23
M4,P02,2006,8,27
M4,P02,2006,9,44
M4,P02,2006,10,37
M4,P02,2006,11,38
M4,P02,2006,12,40
M4,P02,2007,1,28
M4,P02,2007,2,32
M4,P02,2007,3,38
M4,P02,2007,4,43
M4,P02,2007,5,25
M4,P02,2007,6,34
M4,P02,2007,7,32
M4,P02,2007,8,22
M4,P02,2007,9,35
M4,P02,2007,10,27
M4,P02,2007,11,14
M4,P02,2007,12,22
M4,P02,2008,1,12
M4,P02,2008,2,11
M4,P02,2008,3,13
M4,P02,2008,4,7
M4,P02,2008,5,4
M4,P02,2008,6,4
M4,P02,2008,7,2
M4,P02,2008,8,5
M4,P02,2008,10,1
M4,P02,2009,3,2
M4,P02,2009,4,1
M4,P04,2005,4,6
M4,P04,2005,5,13
M4,P04,2005,6,21
M4,P04,2005,7,29
M4,P04,2005,8,26
M4,P04,2005,9,37
M4,P04,2005,10,41
M4,P04,2005,11,48
M4,P04,2005,12,44
M4,P04,2006,1,35
M4,P04,2006,2,48
M4,P04,2006,3,69
M4,P04,2006,4,87
M4,P04,2006,5,70
M4,P04,2006,6,27
M4,P04,2006,7,34
M4,P04,2006,8,29
M4,P04,2006,9,31
M4,P04,2006,10,47
M4,P04,2006,11,48
M4,P04,2006,12,43
M4,P04,2007,1,37
M4,P04,2007,2,49
M4,P04,2007,3,66
M4,P04,2007,4,62
M4,P04,2007,5,46
M4,P04,2007,6,59
M4,P04,2007,7,68
M4,P04,2007,8,78
M4,P04,2007,9,69
M4,P04,2007,10,58
M4,P04,2007,11,32
M4,P04,2007,12,21
M4,P04,2008,1,15
M4,P04,2008,2,18
M4,P04,2008,3,22
M4,P04,2008,4,11
M4,P04,2008,5,10
M4,P04,2008,6,12
M4,P04,2008,7,7
M4,P04,2008,8,7
M4,P04,2008,9,4
M4,P04,2008,10,2
M4,P04,2008,11,2
M4,P04,2008,12,8
M4,P04,2009,1,4
M4,P04,2009,2,1
M4,P04,2009,3,4
M4,P04,2009,4,6
M4,P04,2009,5,1
M4,P04,2009,6,2
M4,P04,2009,7,3
M4,P04,2009,8,2
M4,P04,2009,9,1
M4,P04,2009,11,1
M4,P04,2009,12,1
M4,P05,2005,3,1
M4,P05,2005,4,1
M4,P05,2005,5,3
M4,P05,2005,6,6
M4,P05,2005,7,2
M4,P05,2005,8,16
M4,P05,2005,9,13
M4,P05,2005,10,18
M4,P05,2005,11,15
M4,P05,2005,12,9
M4,P05,2006,1,22
M4,P05,2006,2,27
M4,P05,2006,3,26
M4,P05,2006,4,40
M4,P05,2006,5,20
M4,P05,2006,6,18
M4,P05,2006,7,19
M4,P05,2006,8,15
M4,P05,2006,9,22
M4,P05,2006,10,25
M4,P05,2006,11,20
M4,P05,2006,12,15
M4,P05,2007,1,15
M4,P05,2007,2,16
M4,P05,2007,3,25
M4,P05,2007,4,14
M4,P05,2007,5,10
M4,P05,2007,6,18
M4,P05,2007,7,12
M4,P05,2007,8,11
M4,P05,2007,9,14
M4,P05,2007,10,5
M4,P05,2007,11,14
M4,P05,2007,12,6
M4,P05,2008,1,5
M4,P05,2008,2,4
M4,P05,2008,3,6
M4,P05,2008,4,5
M4,P05,2008,5,1
M4,P05,2008,6,1
M4,P05,2008,7,2
M4,P05,2008,8,1
M4,P05,2008,9,2
M4,P05,2009,1,1
M4,P05,2009,3,2
M4,P05,2009,5,1
M4,P05,2009,9,1
M4,P05,2009,11,1
M4,P06,2005,3,31
M4,P06,2005,4,72
M4,P06,2005,5,82
M4,P06,2005,6,79
M4,P06,2005,7,119
M4,P06,2005,8,162
M4,P06,2005,9,250
M4,P06,2005,10,282
M4,P06,2005,11,316
M4,P06,2005,12,204
M4,P06,2006,1,240
M4,P06,2006,2,202
M4,P06,2006,3,309
M4,P06,2006,4,384
M4,P06,2006,5,355
M4,P06,2006,6,423
M4,P06,2006,7,397
M4,P06,2006,8,326
M4,P06,2006,9,450
M4,P06,2006,10,579
M4,P06,2006,11,668
M4,P06,2006,12,622
M4,P06,2007,1,498
M4,P06,2007,2,564
M4,P06,2007,3,622
M4,P06,2007,4,527
M4,P06,2007,5,385
M4,P06,2007,6,405
M4,P06,2007,7,387
M4,P06,2007,8,372
M4,P06,2007,9,346
M4,P06,2007,10,368
M4,P06,2007,11,374
M4,P06,2007,12,328
M4,P06,2008,1,288
M4,P06,2008,2,193
M4,P06,2008,3,178
M4,P06,2008,4,109
M4,P06,2008,5,65
M4,P06,2008,6,53
M4,P06,2008,7,28
M4,P06,2008,8,45
M4,P06,2008,9,31
M4,P06,2008,10,29
M4,P06,2008,11,48
M4,P06,2008,12,38
M4,P06,2009,1,29
M4,P06,2009,2,16
M4,P06,2009,3,27
M4,P06,2009,4,18
M4,P06,2009,5,12
M4,P06,2009,6,12
M4,P06,2009,7,13
M4,P06,2009,8,15
M4,P06,2009,9,12
M4,P06,2009,10,8
M4,P06,2009,11,18
M4,P06,2009,12,25
M4,P09,2005,4,9
M4,P09,2005,5,8
M4,P09,2005,6,16
M4,P09,2005,7,40
M4,P09,2005,8,41
M4,P09,2005,9,36
M4,P09,2005,10,50
M4,P09,2005,11,69
M4,P09,2005,12,55
M4,P09,2006,1,68
M4,P09,2006,2,62
M4,P09,2006,3,118
M4,P09,2006,4,68
M4,P09,2006,5,85
M4,P09,2006,6,63
M4,P09,2006,7,87
M4,P09,2006,8,90
M4,P09,2006,9,91
M4,P09,2006,10,97
M4,P09,2006,11,120
M4,P09,2006,12,111
M4,P09,2007,1,130
M4,P09,2007,2,145
M4,P09,2007,3,176
M4,P09,2007,4,145
M4,P09,2007,5,110
M4,P09,2007,6,119
M4,P09,2007,7,131
M4,P09,2007,8,83
M4,P09,2007,9,125
M4,P09,2007,10,111
M4,P09,2007,11,86
M4,P09,2007,12,69
M4,P09,2008,1,83
M4,P09,2008,2,37
M4,P09,2008,3,48
M4,P09,2008,4,42
M4,P09,2008,5,12
M4,P09,2008,6,10
M4,P09,2008,7,9
M4,P09,2008,8,11
M4,P09,2008,9,5
M4,P09,2008,10,5
M4,P09,2008,11,3
M4,P09,2008,12,6
M4,P09,2009,1,9
M4,P09,2009,2,7
M4,P09,2009,3,5
M4,P09,2009,4,5
M4,P09,2009,5,6
M4,P09,2009,6,2
M4,P09,2009,7,4
M4,P09,2009,8,1
M4,P09,2009,9,4
M4,P09,2009,10,3
M4,P09,2009,11,4
M4,P09,2009,12,5
M4,P10,2005,12,1
M4,P10,2006,1,1
M4,P10,2006,12,1
M4,P10,2008,11,1
M4,P10,2009,6,1
M4,P11,2005,2,1
M4,P11,2005,4,3
M4,P11,2005,5,2
M4,P11,2005,6,5
M4,P11,2005,7,8
M4,P11,2005,8,5
M4,P11,2005,9,19
M4,P11,2005,10,9
M4,P11,2005,11,19
M4,P11,2005,12,10
M4,P11,2006,1,12
M4,P11,2006,2,18
M4,P11,2006,3,17
M4,P11,2006,4,12
M4,P11,2006,5,14
M4,P11,2006,6,11
M4,P11,2006,7,14
M4,P11,2006,8,9
M4,P11,2006,9,15
M4,P11,2006,10,16
M4,P11,2006,11,12
M4,P11,2006,12,13
M4,P11,2007,1,15
M4,P11,2007,2,16
M4,P11,2007,3,14
M4,P11,2007,4,12
M4,P11,2007,5,8
M4,P11,2007,6,10
M4,P11,2007,7,6
M4,P11,2007,8,9
M4,P11,2007,9,7
M4,P11,2007,10,9
M4,P11,2007,11,3
M4,P11,2007,12,6
M4,P11,2008,1,2
M4,P11,2008,2,4
M4,P11,2008,3,2
M4,P11,2008,4,3
M4,P11,2008,5,2
M4,P11,2008,6,3
M4,P11,2008,8,1
M4,P11,2008,9,1
M4,P11,2008,12,1
M4,P11,2009,1,1
M4,P11,2009,3,3
M4,P11,2009,6,1
M4,P11,2009,7,1
M4,P11,2009,8,1
M4,P11,2009,12,1
M4,P12,2005,3,9
M4,P12,2005,4,42
M4,P12,2005,5,76
M4,P12,2005,6,145
M4,P12,2005,7,180
M4,P12,2005,8,253
M4,P12,2005,9,248
M4,P12,2005,10,287
M4,P12,2005,11,348
M4,P12,2005,12,310
M4,P12,2006,1,376
M4,P12,2006,2,457
M4,P12,2006,3,555
M4,P12,2006,4,440
M4,P12,2006,5,315
M4,P12,2006,6,267
M4,P12,2006,7,349
M4,P12,2006,8,322
M4,P12,2006,9,289
M4,P12,2006,10,232
M4,P12,2006,11,199
M4,P12,2006,12,183
M4,P12,2007,1,257
M4,P12,2007,2,299
M4,P12,2007,3,236
M4,P12,2007,4,248
M4,P12,2007,5,215
M4,P12,2007,6,245
M4,P12,2007,7,254
M4,P12,2007,8,287
M4,P12,2007,9,227
M4,P12,2007,10,242
M4,P12,2007,11,149
M4,P12,2007,12,138
M4,P12,2008,1,108
M4,P12,2008,2,81
M4,P12,2008,3,78
M4,P12,2008,4,47
M4,P12,2008,5,34
M4,P12,2008,6,40
M4,P12,2008,7,33
M4,P12,2008,8,30
M4,P12,2008,9,37
M4,P12,2008,10,42
M4,P12,2008,11,59
M4,P12,2008,12,77
M4,P12,2009,1,64
M4,P12,2009,2,42
M4,P12,2009,3,22
M4,P12,2009,4,16
M4,P12,2009,5,10
M4,P12,2009,6,13
M4,P12,2009,7,13
M4,P12,2009,8,13
M4,P12,2009,9,17
M4,P12,2009,10,9
M4,P12,2009,11,7
M4,P12,2009,12,6
M4,P13,2005,3,1
M4,P13,2005,4,5
M4,P13,2005,5,10
M4,P13,2005,6,20
M4,P13,2005,7,31
M4,P13,2005,8,36
M4,P13,2005,9,26
M4,P13,2005,10,38
M4,P13,2005,11,57
M4,P13,2005,12,34
M4,P13,2006,1,33
M4,P13,2006,2,40
M4,P13,2006,3,71
M4,P13,2006,4,80
M4,P13,2006,5,58
M4,P13,2006,6,23
M4,P13,2006,7,28
M4,P13,2006,8,23
M4,P13,2006,9,18
M4,P13,2006,10,17
M4,P13,2006,11,31
M4,P13,2006,12,36
M4,P13,2007,1,26
M4,P13,2007,2,29
M4,P13,2007,3,28
M4,P13,2007,4,23
M4,P13,2007,5,15
M4,P13,2007,6,17
M4,P13,2007,7,22
M4,P13,2007,8,20
M4,P13,2007,9,20
M4,P13,2007,10,18
M4,P13,2007,11,18
M4,P13,2007,12,14
M4,P13,2008,1,13
M4,P13,2008,2,9
M4,P13,2008,3,12
M4,P13,2008,4,6
M4,P13,2008,5,6
M4,P13,2008,6,2
M4,P13,2008,7,3
M4,P13,2008,8,4
M4,P13,2008,9,4
M4,P13,2008,10,3
M4,P13,2008,11,1
M4,P13,2008,12,3
M4,P13,2009,3,2
M4,P15,2005,3,4
M4,P15,2005,4,4
M4,P15,2005,5,6
M4,P15,2005,6,15
M4,P15,2005,7,21
M4,P15,2005,8,37
M4,P15,2005,9,27
M4,P15,2005,10,28
M4,P15,2005,11,34
M4,P15,2005,12,26
M4,P15,2006,1,47
M4,P15,2006,2,40
M4,P15,2006,3,59
M4,P15,2006,4,56
M4,P15,2006,5,58
M4,P15,2006,6,60
M4,P15,2006,7,77
M4,P15,2006,8,70
M4,P15,2006,9,73
M4,P15,2006,10,55
M4,P15,2006,11,71
M4,P15,2006,12,54
M4,P15,2007,1,67
M4,P15,2007,2,82
M4,P15,2007,3,73
M4,P15,2007,4,69
M4,P15,2007,5,50
M4,P15,2007,6,53
M4,P15,2007,7,43
M4,P15,2007,8,61
M4,P15,2007,9,55
M4,P15,2007,10,40
M4,P15,2007,11,40
M4,P15,2007,12,19
M4,P15,2008,1,19
M4,P15,2008,2,14
M4,P15,2008,3,13
M4,P15,2008,4,9
M4,P15,2008,5,11
M4,P15,2008,6,5
M4,P15,2008,7,4
M4,P15,2008,8,6
M4,P15,2008,9,4
M4,P15,2008,10,1
M4,P15,2008,11,6
M4,P15,2008,12,2
M4,P15,2009,1,2
M4,P15,2009,3,2
M4,P15,2009,4,3
M4,P15,2009,5,1
M4,P15,2009,6,1
M4,P15,2009,8,2
M4,P15,2009,9,1
M4,P15,2009,10,1
M4,P15,2009,11,1
M4,P15,2009,12,2
M4,P16,2005,2,1
M4,P16,2005,3,1
M4,P16,2005,4,15
M4,P16,2005,5,14
M4,P16,2005,6,24
M4,P16,2005,7,55
M4,P16,2005,8,73
M4,P16,2005,9,79
M4,P16,2005,10,80
M4,P16,2005,11,71
M4,P16,2005,12,66
M4,P16,2006,1,83
M4,P16,2006,2,103
M4,P16,2006,3,130
M4,P16,2006,4,151
M4,P16,2006,5,127
M4,P16,2006,6,113
M4,P16,2006,7,185
M4,P16,2006,8,161
M4,P16,2006,9,169
M4,P16,2006,10,146
M4,P16,2006,11,166
M4,P16,2006,12,131
M4,P16,2007,1,115
M4,P16,2007,2,156
M4,P16,2007,3,150
M4,P16,2007,4,139
M4,P16,2007,5,103
M4,P16,2007,6,118
M4,P16,2007,7,119
M4,P16,2007,8,102
M4,P16,2007,9,84
M4,P16,2007,10,88
M4,P16,2007,11,80
M4,P16,2007,12,62
M4,P16,2008,1,49
M4,P16,2008,2,38
M4,P16,2008,3,45
M4,P16,2008,4,31
M4,P16,2008,5,40
M4,P16,2008,6,31
M4,P16,2008,7,26
M4,P16,2008,8,25
M4,P16,2008,9,36
M4,P16,2008,10,11
M4,P16,2008,11,10
M4,P16,2008,12,19
M4,P16,2009,1,11
M4,P16,2009,2,5
M4,P16,2009,3,15
M4,P16,2009,4,9
M4,P16,2009,5,7
M4,P16,2009,6,11
M4,P16,2009,7,8
M4,P16,2009,8,13
M4,P16,2009,9,6
M4,P16,2009,10,8
M4,P16,2009,11,6
M4,P16,2009,12,6
M4,P17,2005,3,1
M4,P17,2005,4,1
M4,P17,2005,5,3
M4,P17,2005,6,2
M4,P17,2005,7,3
M4,P17,2005,8,3
M4,P17,2005,9,5
M4,P17,2005,10,8
M4,P17,2005,11,16
M4,P17,2005,12,6
M4,P17,2006,1,12
M4,P17,2006,2,15
M4,P17,2006,3,19
M4,P17,2006,4,19
M4,P17,2006,5,7
M4,P17,2006,6,18
M4,P17,2006,7,16
M4,P17,2006,8,11
M4,P17,2006,9,21
M4,P17,2006,10,23
M4,P17,2006,11,18
M4,P17,2006,12,17
M4,P17,2007,1,12
M4,P17,2007,2,19
M4,P17,2007,3,15
M4,P17,2007,4,16
M4,P17,2007,5,12
M4,P17,2007,6,14
M4,P17,2007,7,15
M4,P17,2007,8,9
M4,P17,2007,9,10
M4,P17,2007,10,12
M4,P17,2007,11,5
M4,P17,2007,12,7
M4,P17,2008,1,4
M4,P17,2008,2,9
M4,P17,2008,3,11
M4,P17,2008,4,6
M4,P17,2008,5,3
M4,P17,2008,6,4
M4,P17,2008,7,3
M4,P17,2008,8,6
M4,P17,2009,1,1
M4,P17,2009,3,3
M4,P17,2009,4,3
M4,P17,2009,6,1
M4,P17,2009,7,1
M4,P17,2009,12,1
M4,P19,2005,3,1
M4,P19,2005,4,4
M4,P19,2005,5,1
M4,P19,2005,6,5
M4,P19,2005,7,2
M4,P19,2005,8,8
M4,P19,2005,9,2
M4,P19,2005,10,2
M4,P19,2005,11,8
M4,P19,2005,12,4
M4,P19,2006,1,14
M4,P19,2006,2,9
M4,P19,2006,3,11
M4,P19,2006,4,9
M4,P19,2006,5,6
M4,P19,2006,6,11
M4,P19,2006,7,11
M4,P19,2006,8,8
M4,P19,2006,9,10
M4,P19,2006,10,6
M4,P19,2006,11,8
M4,P19,2006,12,14
M4,P19,2007,1,7
M4,P19,2007,2,6
M4,P19,2007,3,10
M4,P19,2007,4,7
M4,P19,2007,5,11
M4,P19,2007,6,8
M4,P19,2007,7,9
M4,P19,2007,8,10
M4,P19,2007,9,6
M4,P19,2007,10,6
M4,P19,2007,11,5
M4,P19,2007,12,4
M4,P19,2008,1,3
M4,P19,2008,3,3
M4,P19,2008,4,4
M4,P19,2008,10,2
M4,P19,2009,1,1
M4,P19,2009,4,1
M4,P20,2005,2,1
M4,P20,2005,3,2
M4,P20,2005,4,14
M4,P20,2005,5,22
M4,P20,2005,6,38
M4,P20,2005,7,66
M4,P20,2005,8,86
M4,P20,2005,9,101
M4,P20,2005,10,97
M4,P20,2005,11,147
M4,P20,2005,12,151
M4,P20,2006,1,191
M4,P20,2006,2,198
M4,P20,2006,3,247
M4,P20,2006,4,249
M4,P20,2006,5,226
M4,P20,2006,6,239
M4,P20,2006,7,265
M4,P20,2006,8,221
M4,P20,2006,9,281
M4,P20,2006,10,263
M4,P20,2006,11,238
M4,P20,2006,12,224
M4,P20,2007,1,248
M4,P20,2007,2,267
M4,P20,2007,3,279
M4,P20,2007,4,242
M4,P20,2007,5,196
M4,P20,2007,6,190
M4,P20,2007,7,180
M4,P20,2007,8,158
M4,P20,2007,9,141
M4,P20,2007,10,108
M4,P20,2007,11,98
M4,P20,2007,12,75
M4,P20,2008,1,47
M4,P20,2008,2,46
M4,P20,2008,3,49
M4,P20,2008,4,20
M4,P20,2008,5,14
M4,P20,2008,6,12
M4,P20,2008,7,10
M4,P20,2008,8,13
M4,P20,2008,9,8
M4,P20,2008,10,6
M4,P20,2008,11,4
M4,P20,2008,12,11
M4,P20,2009,1,3
M4,P20,2009,3,3
M4,P20,2009,4,3
M4,P20,2009,5,1
M4,P20,2009,6,2
M4,P20,2009,7,1
M4,P20,2009,8,2
M4,P20,2009,11,1
M4,P20,2009,12,2
M4,P21,2005,3,7
M4,P21,2005,4,15
M4,P21,2005,5,33
M4,P21,2005,6,47
M4,P21,2005,7,56
M4,P21,2005,8,102
M4,P21,2005,9,111
M4,P21,2005,10,88
M4,P21,2005,11,122
M4,P21,2005,12,90
M4,P21,2006,1,122
M4,P21,2006,2,144
M4,P21,2006,3,162
M4,P21,2006,4,158
M4,P21,2006,5,141
M4,P21,2006,6,102
M4,P21,2006,7,134
M4,P21,2006,8,71
M4,P21,2006,9,78
M4,P21,2006,10,89
M4,P21,2006,11,77
M4,P21,2006,12,42
M4,P21,2007,1,47
M4,P21,2007,2,43
M4,P21,2007,3,40
M4,P21,2007,4,30
M4,P21,2007,5,28
M4,P21,2007,6,30
M4,P21,2007,7,10
M4,P21,2007,8,16
M4,P21,2007,9,28
M4,P21,2007,10,17
M4,P21,2007,11,18
M4,P21,2007,12,19
M4,P21,2008,1,10
M4,P21,2008,2,15
M4,P21,2008,3,9
M4,P21,2008,4,13
M4,P21,2008,5,8
M4,P21,2008,6,6
M4,P21,2008,7,12
M4,P21,2008,8,5
M4,P21,2008,9,8
M4,P21,2008,10,9
M4,P21,2008,11,7
M4,P21,2008,12,7
M4,P21,2009,1,6
M4,P21,2009,2,5
M4,P21,2009,3,4
M4,P21,2009,4,7
M4,P21,2009,5,1
M4,P21,2009,6,4
M4,P21,2009,7,4
M4,P21,2009,8,8
M4,P21,2009,9,4
M4,P21,2009,10,2
M4,P21,2009,11,3
M4,P22,2005,3,2
M4,P22,2005,4,4
M4,P22,2005,5,2
M4,P22,2005,6,8
M4,P22,2005,7,7
M4,P22,2005,8,9
M4,P22,2005,9,15
M4,P22,2005,10,14
M4,P22,2005,11,19
M4,P22,2005,12,16
M4,P22,2006,1,19
M4,P22,2006,2,19
M4,P22,2006,3,44
M4,P22,2006,4,40
M4,P22,2006,5,48
M4,P22,2006,6,62
M4,P22,2006,7,72
M4,P22,2006,8,36
M4,P22,2006,9,33
M4,P22,2006,10,56
M4,P22,2006,11,75
M4,P22,2006,12,54
M4,P22,2007,1,27
M4,P22,2007,2,58
M4,P22,2007,3,60
M4,P22,2007,4,41
M4,P22,2007,5,35
M4,P22,2007,6,40
M4,P22,2007,7,49
M4,P22,2007,8,52
M4,P22,2007,9,31
M4,P22,2007,10,24
M4,P22,2007,11,26
M4,P22,2007,12,17
M4,P22,2008,1,19
M4,P22,2008,2,15
M4,P22,2008,3,13
M4,P22,2008,4,13
M4,P22,2008,5,6
M4,P22,2008,6,3
M4,P22,2008,7,1
M4,P22,2008,8,5
M4,P22,2008,10,1
M4,P22,2008,12,2
M4,P22,2009,1,3
M4,P22,2009,2,2
M4,P22,2009,3,1
M4,P22,2009,12,1
M4,P24,2005,2,1
M4,P24,2005,3,7
M4,P24,2005,4,6
M4,P24,2005,5,21
M4,P24,2005,6,24
M4,P24,2005,7,41
M4,P24,2005,8,51
M4,P24,2005,9,32
M4,P24,2005,10,62
M4,P24,2005,11,69
M4,P24,2005,12,59
M4,P24,2006,1,87
M4,P24,2006,2,79
M4,P24,2006,3,74
M4,P24,2006,4,111
M4,P24,2006,5,120
M4,P24,2006,6,156
M4,P24,2006,7,178
M4,P24,2006,8,196
M4,P24,2006,9,194
M4,P24,2006,10,226
M4,P24,2006,11,224
M4,P24,2006,12,207
M4,P24,2007,1,238
M4,P24,2007,2,269
M4,P24,2007,3,279
M4,P24,2007,4,208
M4,P24,2007,5,170
M4,P24,2007,6,173
M4,P24,2007,7,155
M4,P24,2007,8,109
M4,P24,2007,9,132
M4,P24,2007,10,128
M4,P24,2007,11,99
M4,P24,2007,12,87
M4,P24,2008,1,72
M4,P24,2008,2,41
M4,P24,2008,3,46
M4,P24,2008,4,18
M4,P24,2008,5,12
M4,P24,2008,6,5
M4,P24,2008,7,7
M4,P24,2008,8,3
M4,P24,2008,9,8
M4,P24,2008,10,5
M4,P24,2008,11,2
M4,P24,2008,12,5
M4,P24,2009,2,2
M4,P24,2009,3,1
M4,P24,2009,5,2
M4,P24,2009,6,1
M4,P24,2009,7,1
M4,P24,2009,8,1
M4,P25,2005,3,1
M4,P25,2005,4,2
M4,P25,2005,6,2
M4,P25,2005,7,3
M4,P25,2005,8,9
M4,P25,2005,9,7
M4,P25,2005,10,4
M4,P25,2005,11,3
M4,P25,2005,12,4
M4,P25,2006,1,7
M4,P25,2006,2,13
M4,P25,2006,3,20
M4,P25,2006,4,18
M4,P25,2006,5,19
M4,P25,2006,6,6
M4,P25,2006,7,12
M4,P25,2006,8,20
M4,P25,2006,9,17
M4,P25,2006,10,22
M4,P25,2006,11,19
M4,P25,2006,12,23
M4,P25,2007,1,15
M4,P25,2007,2,17
M4,P25,2007,3,21
M4,P25,2007,4,16
M4,P25,2007,5,21
M4,P25,2007,6,21
M4,P25,2007,7,26
M4,P25,2007,8,28
M4,P25,2007,9,32
M4,P25,2007,10,36
M4,P25,2007,11,21
M4,P25,2007,12,8
M4,P25,2008,1,7
M4,P25,2008,2,4
M4,P25,2008,3,4
M4,P25,2008,4,8
M4,P25,2008,5,2
M4,P25,2008,8,1
M4,P25,2008,10,1
M4,P25,2009,1,1
M4,P25,2009,2,1
M4,P26,2005,3,2
M4,P26,2005,4,9
M4,P26,2005,5,20
M4,P26,2005,6,19
M4,P26,2005,7,38
M4,P26,2005,8,51
M4,P26,2005,9,38
M4,P26,2005,10,43
M4,P26,2005,11,65
M4,P26,2005,12,56
M4,P26,2006,1,35
M4,P26,2006,2,49
M4,P26,2006,3,78
M4,P26,2006,4,82
M4,P26,2006,5,62
M4,P26,2006,6,17
M4,P26,2006,7,22
M4,P26,2006,8,30
M4,P26,2006,9,17
M4,P26,2006,10,17
M4,P26,2006,11,24
M4,P26,2006,12,22
M4,P26,2007,1,20
M4,P26,2007,2,22
M4,P26,2007,3,27
M4,P26,2007,4,30
M4,P26,2007,5,19
M4,P26,2007,6,25
M4,P26,2007,7,34
M4,P26,2007,8,34
M4,P26,2007,9,37
M4,P26,2007,10,40
M4,P26,2007,11,19
M4,P26,2007,12,22
M4,P26,2008,1,10
M4,P26,2008,2,15
M4,P26,2008,3,14
M4,P26,2008,4,5
M4,P26,2008,5,6
M4,P26,2008,6,6
M4,P26,2008,7,6
M4,P26,2008,8,5
M4,P26,2008,9,2
M4,P26,2008,10,2
M4,P26,2008,11,5
M4,P26,2008,12,3
M4,P26,2009,1,1
M4,P26,2009,2,2
M4,P26,2009,3,1
M4,P26,2009,4,4
M4,P26,2009,5,1
M4,P26,2009,6,2
