module_category,component_category,year/month,number_sale
M8,P19,2006/7,0
M8,P19,2006/12,0
M4,P19,2006/4,0
M4,P19,2006/4,21
M5,P19,2005/10,0
M5,P19,2006/6,0
M5,P19,2006/8,0
M5,P19,2006/8,0
M5,P19,2006/9,0
M5,P19,2006/10,0
M5,P19,2006/11,-3
M5,P19,2006/12,0
M5,P19,2007/2,0
M5,P19,2007/3,0
M7,P19,2006/11,0
M1,P19,2006/10,0
M1,P19,2007/2,0
M9,P19,2005/12,0
M9,P19,2006/8,454
M3,P19,2007/4,0
M3,P19,2007/9,0
M3,P19,2007/9,0
M2,P20,2007/2,0
M4,P20,2005/5,336
M4,P20,2005/7,449
M4,P20,2005/9,21
M4,P20,2005/9,21
M4,P20,2005/10,1297
M4,P20,2005/11,0
M0,P20,2006/5,0
M0,P20,2006/9,387
M0,P20,2006/11,3570
M8,P20,2005/11,0
M8,P20,2005/11,4762
M8,P20,2005/11,0
M8,P20,2006/2,0
M8,P20,2006/7,1076
M8,P20,2006/8,0
M8,P20,2006/9,0
M4,P20,2005/11,672
M4,P20,2006/2,121
M4,P20,2006/3,-48
M5,P20,2005/10,0
M5,P20,2005/11,0
M5,P20,2005/11,0
M5,P20,2006/11,0
M5,P20,2006/11,0
M5,P20,2007/3,0
M7,P20,2005/12,0
M7,P20,2006/7,0
M7,P20,2006/10,0
M7,P20,2006/11,0
M7,P20,2007/1,0
M7,P20,2007/3,0
M1,P20,2006/10,840
M1,P20,2007/1,0
M1,P20,2007/2,0
M9,P20,2006/1,454
M9,P20,2006/6,0
M3,P20,2007/9,0
M6,P20,2007/11,0
M2,P04,2007/2,0
M2,P04,2007/8,0
M4,P04,2005/3,751
M4,P04,2005/4,1830
M4,P04,2005/6,202
M4,P04,2005/9,6109
M4,P04,2005/10,0
M4,P04,2005/10,0
M0,P04,2006/3,1049
M0,P04,2006/5,0
M0,P04,2006/10,0
M0,P04,2007/4,0
M8,P04,2005/12,68
M8,P04,2005/12,387
M8,P04,2006/7,0
M8,P04,2006/11,0
M4,P04,2005/11,0
M5,P04,2005/12,0
M5,P04,2006/10,0
M5,P04,2006/11,0
M5,P04,2006/12,0
M5,P04,2007/1,0
M5,P04,2007/3,0
M7,P04,2005/11,0
M7,P04,2006/1,236
M7,P04,2006/7,0
M7,P04,2006/7,0
M7,P04,2006/8,0
M7,P04,2006/11,0
M7,P04,2007/3,0
M1,P04,2007/1,0
M9,P04,2005/7,0
M9,P04,2005/11,0
M9,P04,2005/11,68
M9,P04,2006/3,-1
M3,P04,2007/2,0
M3,P04,2007/3,1680
M3,P04,2007/8,34
M2,P07,2007/9,0
M4,P07,2005/5,0
M4,P07,2005/5,0
M4,P07,2005/7,0
M0,P07,2006/3,53
M0,P07,2006/8,1680
M0,P07,2006/9,168
M0,P07,2006/11,313
M0,P07,2007/4,11
M8,P07,2006/3,0
M4,P07,2005/12,202
M5,P07,2005/11,0
M5,P07,2006/1,2509
M5,P07,2006/5,0
M5,P07,2006/7,0
M5,P07,2006/8,0
M5,P07,2006/8,0
M7,P07,2005/9,0
M7,P07,2005/10,0
M7,P07,2007/1,0
M1,P07,2006/5,0
M1,P07,2006/7,0
M9,P07,2005/11,61
M3,P07,2007/4,0
M3,P07,2007/5,-6
M0,P22,2006/2,0
M0,P22,2006/9,4834
M0,P22,2006/9,31
M0,P22,2006/12,0
M0,P22,2007/4,0
M8,P22,2005/9,51
M8,P22,2006/2,0
M8,P22,2006/8,0
M4,P22,2006/4,0
M5,P22,2005/9,0
M5,P22,2006/3,2100
M5,P22,2006/4,572
M5,P22,2007/1,0
M7,P22,2005/9,0
M7,P22,2005/10,0
M7,P22,2005/12,0
M7,P22,2006/6,71
M7,P22,2006/9,1344
M7,P22,2006/11,0
M7,P22,2006/12,0
M7,P22,2006/12,0
M7,P22,2007/2,0
M1,P22,2006/8,219
M1,P22,2006/9,86
M1,P22,2007/1,0
M9,P22,2005/12,0
M9,P22,2006/9,0
M3,P22,2006/10,840
M3,P22,2007/2,303
M3,P22,2007/5,-5
M3,P22,2007/9,0
M2,P15,2007/2,0
M4,P15,2005/5,1153
M0,P15,2006/6,338
M0,P15,2006/9,0
M0,P15,2007/1,0
M8,P15,2005/10,0
M8,P15,2005/10,706
M8,P15,2006/4,0
M8,P15,2006/4,168
M8,P15,2006/5,0
M8,P15,2006/9,0
M8,P15,2006/11,0
M4,P15,2005/12,68
M5,P15,2005/12,68
M5,P15,2006/7,0
M5,P15,2006/9,0
M5,P15,2007/2,0
M7,P15,2005/9,0
M7,P15,2005/12,0
M7,P15,2006/2,14334
M7,P15,2006/4,51
M1,P15,2006/5,0
M1,P15,2006/10,168
M1,P15,2006/10,605
M9,P15,2006/1,0
M9,P15,2006/2,454
M9,P15,2006/7,2329
M6,P15,2008/2,0
M2,P17,2007/2,0
M2,P17,2008/1,0
M2,P17,2008/1,0
M4,P17,2005/6,84
M4,P17,2005/10,0
M0,P17,2006/5,9207
M0,P17,2006/8,11
M0,P17,2006/9,0
M0,P17,2006/11,74
M8,P17,2006/2,840
M8,P17,2006/3,0
M8,P17,2006/7,0
M4,P17,2006/4,0
M4,P17,2006/5,0
M5,P17,2006/2,0
M5,P17,2007/1,0
M5,P17,2007/1,0
M5,P17,2007/2,0
M7,P17,2006/12,0
M1,P17,2006/6,0
M1,P17,2006/9,17
M1,P17,2006/10,2907
M3,P17,2006/12,336
M3,P17,2007/1,0
M2,P30,2007/2,0
M2,P30,2007/6,61
M2,P30,2007/6,0
M4,P30,2005/6,0
M4,P30,2005/8,3147
M4,P30,2005/9,0
M0,P30,2006/8,2904
M0,P30,2006/10,0
M0,P30,2006/10,1338
M0,P30,2007/1,0
M0,P30,2007/3,924
M8,P30,2005/10,7814
M8,P30,2005/11,1677
M4,P30,2005/12,68
M5,P30,2006/9,168
M5,P30,2006/10,0
M5,P30,2006/12,0
M7,P30,2005/12,172
M7,P30,2006/3,1596
M1,P30,2006/8,0
M9,P30,2006/10,0
M3,P30,2006/12,0
M3,P30,2007/1,0
M3,P30,2007/3,0
M3,P30,2007/8,0
M4,P03,2005/1,0
M4,P03,2005/2,0
M0,P03,2006/2,0
M8,P03,2005/10,0
M8,P03,2006/6,0
M8,P03,2006/9,0
M8,P03,2006/10,1308
M4,P03,2005/12,0
M5,P03,2005/9,0
M5,P03,2005/10,3038
M5,P03,2006/2,269
M5,P03,2006/7,83
M5,P03,2007/3,0
M7,P03,2006/4,0
M7,P03,2007/1,0
M1,P03,2007/2,0
M9,P03,2005/8,0
M9,P03,2005/10,118
M9,P03,2005/11,51
M9,P03,2006/1,0
M9,P03,2006/9,0
M9,P03,2006/10,0
M9,P03,2006/11,0
M3,P03,2006/10,968
M3,P03,2006/12,0
M3,P03,2007/4,1494
M3,P03,2007/7,0
M3,P03,2007/9,0
M3,P03,2007/9,-1
M6,P03,2007/12,168
M2,P11,2007/2,0
M2,P11,2007/12,0
M4,P11,2005/1,0
M8,P11,2005/9,1538
M8,P11,2005/11,1764
M8,P11,2006/11,0
M4,P11,2006/3,0
M5,P11,2006/3,0
M5,P11,2006/5,1344
M5,P11,2006/6,1344
M5,P11,2006/12,0
M7,P11,2005/9,5822
M1,P11,2006/6,0
M1,P11,2006/7,0
M9,P11,2005/9,336
M3,P11,2007/4,1563
M3,P11,2007/7,0
M2,P16,2007/12,0
M0,P16,2006/2,437
M0,P16,2007/4,-3
M8,P16,2006/1,0
M8,P16,2006/4,0
M8,P16,2006/11,0
M8,P16,2006/11,0
M4,P16,2006/1,840
M4,P16,2006/1,336
M4,P16,2006/2,17
M5,P16,2006/2,83
M5,P16,2006/8,7863
M5,P16,2006/10,0
M5,P16,2007/2,0
M7,P16,2006/3,0
M7,P16,2006/8,2048
M1,P16,2006/7,0
M1,P16,2006/7,0
M1,P16,2006/10,0
M1,P16,2007/2,0
M9,P16,2005/7,0
M9,P16,2006/3,17
M9,P16,2006/3,21
M9,P16,2006/4,118
M9,P16,2006/11,0
M3,P16,2007/1,168
M3,P16,2007/7,0
M6,P16,2007/10,0
M2,P27,2007/11,0
M4,P27,2005/8,656
M4,P27,2005/9,622
M0,P27,2007/4,0
M8,P27,2005/9,0
M8,P27,2006/2,336
M8,P27,2006/4,0
M8,P27,2006/5,0
M8,P27,2006/7,303
M4,P27,2005/12,336
M4,P27,2006/3,31
M5,P27,2005/9,0
M5,P27,2005/12,572
M5,P27,2006/11,0
M5,P27,2006/11,0
M5,P27,2006/11,0
M5,P27,2007/2,0
M7,P27,2005/12,74
M7,P27,2005/12,252
M7,P27,2006/4,0
M1,P27,2007/1,504
M1,P27,2007/2,0
M3,P27,2007/2,150
M3,P27,2007/3,3112
M3,P27,2007/4,0
M3,P27,2007/4,1563
M3,P27,2007/8,34
M6,P27,2007/12,21
M6,P27,2007/12,0
M2,P21,2007/8,68
M2,P21,2007/8,0
M4,P21,2005/6,51
M0,P21,2006/3,13219
M0,P21,2006/11,0
M0,P21,2006/12,387
M0,P21,2006/12,31
M8,P21,2005/9,0
M8,P21,2006/2,0
M8,P21,2006/3,0
M8,P21,2006/11,1427
M8,P21,2006/11,0
M8,P21,2006/12,0
M7,P21,2005/10,0
M7,P21,2005/11,84
M7,P21,2006/2,899
M7,P21,2006/3,0
M7,P21,2006/4,0
M7,P21,2006/8,2352
M7,P21,2006/10,0
M1,P21,2006/12,0
M1,P21,2006/12,0
M1,P21,2007/2,0
M2,P06,2007/3,252
M4,P06,2005/8,656
M0,P06,2006/3,202
M0,P06,2006/4,1289
M0,P06,2006/7,303
M0,P06,2007/2,-6
M0,P06,2007/2,-11
M8,P06,2006/5,0
M4,P06,2005/11,311
M4,P06,2006/3,-3
M5,P06,2006/5,0
M5,P06,2006/12,0
M7,P06,2006/1,0
M7,P06,2006/4,0
M1,P06,2006/10,924
M1,P06,2006/11,0
M1,P06,2007/2,0
M9,P06,2006/1,0
M9,P06,2006/6,17
M9,P06,2006/6,34
M3,P06,2006/10,15960
M3,P06,2007/4,0
M6,P06,2007/8,68
M2,P23,2007/3,0
M2,P23,2008/1,0
M4,P23,2005/3,0
M4,P23,2005/5,0
M4,P23,2005/5,2010
M4,P23,2005/6,84
M0,P23,2006/5,0
M0,P23,2007/2,0
M8,P23,2005/9,0
M8,P23,2006/2,0
M8,P23,2006/9,0
M5,P23,2005/12,1815
M5,P23,2006/7,0
M5,P23,2006/7,0
M5,P23,2006/9,0
M5,P23,2007/1,0
M7,P23,2006/3,0
M7,P23,2006/4,0
M1,P23,2006/11,0
M1,P23,2007/1,504
M9,P23,2006/2,756
M9,P23,2006/10,0
M9,P23,2006/10,0
M3,P23,2007/3,1289
M2,P31,2007/8,41856
M4,P31,2005/5,0
M4,P31,2005/10,7520
M0,P31,2006/5,0
M0,P31,2006/6,0
M0,P31,2006/7,244
M0,P31,2006/8,756
M0,P31,2006/10,2949
M0,P31,2007/1,0
M8,P31,2006/1,0
M8,P31,2006/6,0
M8,P31,2006/7,0
M8,P31,2006/7,0
M8,P31,2006/7,0
M8,P31,2006/11,0
M8,P31,2006/11,1832
M4,P31,2005/11,11
M4,P31,2006/1,0
M4,P31,2006/1,210
M4,P31,2006/4,0
M4,P31,2006/4,0
M5,P31,2006/1,0
M5,P31,2006/9,0
M7,P31,2006/2,0
M7,P31,2006/7,7644
M7,P31,2007/2,0
M1,P31,2006/10,0
M9,P31,2005/7,0
M9,P31,2006/2,0
M9,P31,2006/6,488
M9,P31,2006/8,0
M9,P31,2006/9,1008
M3,P31,2006/10,34
M3,P31,2007/5,0
M3,P31,2007/7,0
M6,P31,2007/8,0
M6,P31,2007/10,46320
M6,P31,2007/12,0
M2,P09,2007/5,0
M2,P09,2007/8,0
M4,P09,2005/1,0
M4,P09,2005/4,68
M0,P09,2006/4,3327
M0,P09,2006/4,0
M0,P09,2006/11,0
M0,P09,2006/11,605
M0,P09,2007/2,0
M0,P09,2007/3,0
M8,P09,2006/4,0
M8,P09,2006/7,21
M8,P09,2006/12,0
M4,P09,2005/12,0
M4,P09,2005/12,0
M5,P09,2005/9,0
M5,P09,2005/12,0
M5,P09,2006/12,0
M7,P09,2006/7,756
M7,P09,2006/8,2352
M7,P09,2007/1,0
M1,P09,2006/4,0
M1,P09,2006/9,81
M9,P09,2005/7,0
M9,P09,2005/8,0
M9,P09,2006/2,0
M3,P09,2006/10,0
M3,P09,2007/3,3848
M6,P09,2007/6,0
M6,P09,2007/9,0
M2,P10,2008/1,0
M4,P10,2005/10,0
M4,P10,2005/11,345
M0,P10,2006/4,0
M0,P10,2006/7,1308
M0,P10,2006/12,0
M0,P10,2007/1,286
M0,P10,2007/4,0
M8,P10,2006/2,0
M8,P10,2006/8,1815
M8,P10,2006/11,0
M8,P10,2006/11,0
M5,P10,2006/1,0
M5,P10,2006/3,504
M5,P10,2006/5,-1
M5,P10,2006/5,0
M5,P10,2006/10,4688
M5,P10,2007/1,0
M7,P10,2005/11,0
M7,P10,2006/7,150
M1,P10,2006/7,10544
M9,P10,2006/11,0
M3,P10,2007/6,0
M4,P29,2005/2,0
M4,P29,2005/5,0
M4,P29,2005/9,1677
M0,P29,2006/2,0
M0,P29,2006/3,42
M0,P29,2006/3,0
M0,P29,2006/4,51
M0,P29,2006/6,2772
M0,P29,2006/8,504
M0,P29,2006/10,11
M0,P29,2006/12,0
M8,P29,2005/12,68
M8,P29,2006/2,242
M8,P29,2006/3,118
M8,P29,2006/4,804
M8,P29,2006/12,0
M8,P29,2006/12,0
M4,P29,2005/12,5897
M4,P29,2006/5,0
M5,P29,2006/11,0
M5,P29,2006/11,0
M7,P29,2006/7,0
M7,P29,2006/8,0
M1,P29,2006/3,0
M1,P29,2006/7,0
M1,P29,2006/9,3535
M9,P29,2005/12,343
M9,P29,2006/4,0
M9,P29,2006/10,303
M3,P29,2007/2,0
M3,P29,2007/3,420
M3,P29,2007/4,0
M3,P29,2007/9,0
M2,P25,2007/10,0
M4,P25,2005/1,5161
M4,P25,2005/2,0
M4,P25,2005/4,0
M4,P25,2005/4,0
M0,P25,2007/4,0
M8,P25,2006/10,6447
M4,P25,2006/1,0
M4,P25,2006/2,121
M5,P25,2005/12,0
M5,P25,2006/12,0
M7,P25,2005/11,0
M7,P25,2005/11,0
M7,P25,2006/9,0
M1,P25,2006/4,0
M1,P25,2006/5,6149
M9,P25,2006/5,0
M9,P25,2006/6,0
M9,P25,2006/9,0
M3,P25,2007/5,857
M2,P13,2007/4,168
M4,P13,2005/3,0
M4,P13,2005/4,1318
M4,P13,2005/9,0
M4,P13,2005/11,0
M0,P13,2006/4,13015
M0,P13,2006/10,-1
M0,P13,2006/11,-1
M0,P13,2007/2,0
M8,P13,2005/9,0
M8,P13,2006/1,0
M8,P13,2006/4,0
M8,P13,2006/7,0
M8,P13,2006/10,919
M8,P13,2006/12,-3
M4,P13,2006/1,395
M5,P13,2005/12,185
M7,P13,2005/10,168
M7,P13,2005/11,0
M7,P13,2006/7,504
M7,P13,2006/7,0
M7,P13,2006/7,0
M7,P13,2006/9,0
M7,P13,2006/12,0
M1,P13,2006/5,6149
M1,P13,2007/1,0
M9,P13,2005/9,68
M3,P13,2006/12,1143
M3,P13,2006/12,168
M3,P13,2007/3,0
M3,P13,2007/7,0
M2,P08,2007/8,336
M4,P08,2005/4,118
M0,P08,2006/11,563
M0,P08,2006/11,313
M0,P08,2007/2,0
M0,P08,2007/4,0
M8,P08,2005/12,0
M8,P08,2006/5,0
M8,P08,2006/10,-1
M8,P08,2006/11,0
M8,P08,2006/12,0
M4,P08,2005/11,0
M4,P08,2006/1,0
M4,P08,2006/1,2025
M4,P08,2006/5,0
M5,P08,2006/2,2100
M5,P08,2006/7,-6
M5,P08,2006/7,101
M5,P08,2007/2,0
M7,P08,2005/12,0
M1,P08,2006/4,0
M1,P08,2006/7,51
M9,P08,2005/7,185
M9,P08,2005/11,0
M9,P08,2006/5,61
M3,P08,2006/10,0
M2,P26,2007/2,0
M2,P26,2007/3,0
M4,P26,2005/2,0
M0,P26,2006/6,1617
M4,P26,2006/1,1608
M4,P26,2006/2,0
M4,P26,2006/3,0
M5,P26,2005/11,0
M5,P26,2006/2,1160
M5,P26,2006/4,353
M5,P26,2006/6,471
M5,P26,2006/10,0
M5,P26,2007/2,0
M5,P26,2007/3,0
M7,P26,2006/8,0
M1,P26,2006/2,0
M1,P26,2006/7,1277
M1,P26,2006/12,0
M9,P26,2005/10,404
M9,P26,2005/10,0
M9,P26,2005/11,1059
M9,P26,2006/6,0
M3,P26,2007/4,0
M3,P26,2007/4,1494
M3,P26,2007/7,0
M6,P26,2007/10,21
M2,P18,2007/2,0
M2,P18,2007/9,0
M2,P18,2007/12,0
M4,P18,2005/4,0
M0,P18,2006/3,21
M0,P18,2006/8,0
M0,P18,2007/4,0
M8,P18,2006/8,0
M8,P18,2006/9,0
M4,P18,2006/1,0
M5,P18,2005/10,6166
M5,P18,2006/4,135
M5,P18,2006/7,0
M5,P18,2006/8,0
M7,P18,2006/2,0
M7,P18,2006/8,437
M1,P18,2006/10,13098
M1,P18,2006/12,13997
M9,P18,2005/10,93
M9,P18,2005/12,0
M9,P18,2006/9,1008
M3,P18,2007/6,0
M2,P01,2007/9,168
M2,P01,2007/10,0
M8,P01,2006/5,0
M8,P01,2006/11,0
M4,P01,2005/12,-5
M4,P01,2005/12,0
M5,P01,2005/10,3159
M5,P01,2006/8,0
M5,P01,2006/8,-1
M5,P01,2006/9,-5
M5,P01,2006/10,0
M5,P01,2006/11,0
M7,P01,2006/3,0
M7,P01,2006/3,7873
M7,P01,2006/7,26
M1,P01,2006/8,0
M1,P01,2006/9,363
M1,P01,2006/12,0
M9,P01,2006/2,0
M9,P01,2006/4,0
M9,P01,2006/6,0
M3,P01,2007/7,0
M6,P01,2007/6,0
M8,P14,2006/12,0
M4,P14,2005/5,0
M4,P14,2005/7,504
M0,P14,2006/3,0
M0,P14,2006/4,0
M8,P14,2005/11,0
M8,P14,2006/2,0
M8,P14,2006/4,0
M8,P14,2006/7,0
M8,P14,2006/9,2245
M5,P14,2006/1,2509
M5,P14,2006/3,0
M5,P14,2006/7,-6
M7,P14,2005/12,0
M7,P14,2006/6,504
M1,P14,2006/2,0
M1,P14,2006/8,168
M1,P14,2006/10,840
M9,P14,2005/11,3649
M3,P14,2007/7,0
M3,P14,2007/8,0
M6,P14,2007/8,168
M6,P14,2007/12,0
M6,P14,2008/2,0
M2,P12,2007/9,0
M2,P12,2007/12,0
M4,P12,2005/9,42
M4,P12,2005/11,345
M0,P12,2006/3,5427
M0,P12,2007/4,0
M8,P12,2005/9,0
M8,P12,2006/1,958
M8,P12,2006/9,0
M8,P12,2006/11,0
M4,P12,2006/5,0
M5,P12,2006/1,0
M5,P12,2006/5,0
M5,P12,2006/12,0
M5,P12,2007/1,0
M5,P12,2007/2,0
M7,P12,2005/10,689
M7,P12,2005/11,0
M7,P12,2005/11,0
M7,P12,2006/1,0
M7,P12,2006/6,1344
M7,P12,2006/7,0
M7,P12,2006/9,0
M7,P12,2006/10,0
M7,P12,2007/1,0
M7,P12,2007/3,0
M1,P12,2006/2,0
M9,P12,2005/7,0
M9,P12,2005/9,0
M9,P12,2006/1,0
M9,P12,2006/1,0
M9,P12,2006/3,588
M9,P12,2006/6,0
M9,P12,2006/7,-47
M9,P12,2006/9,2253
M9,P12,2006/9,0
M3,P12,2006/10,182
M3,P12,2007/3,84
M3,P12,2007/8,-5
M2,P05,2007/2,0
M2,P05,2007/7,0
M4,P05,2005/8,504
M4,P05,2005/11,706
M0,P05,2006/2,0
M0,P05,2006/4,538
M0,P05,2006/4,202
M0,P05,2006/5,0
M0,P05,2006/5,0
M0,P05,2007/2,0
M8,P05,2005/12,0
M8,P05,2005/12,0
M8,P05,2006/2,83
M4,P05,2005/12,1017
M4,P05,2006/4,0
M5,P05,2006/1,0
M5,P05,2006/11,0
M5,P05,2006/12,0
M7,P05,2006/6,353
M1,P05,2006/2,0
M1,P05,2007/1,504
M9,P05,2006/2,1546
M9,P05,2006/9,182
M3,P05,2007/1,420
M3,P05,2007/9,0
M6,P05,2007/8,42
M2,P28,2007/3,0
M2,P28,2007/8,588
M4,P28,2005/8,0
M4,P28,2005/10,7520
M0,P28,2006/12,328
M0,P28,2007/2,0
M0,P28,2007/3,0
M0,P28,2007/4,0
M8,P28,2006/4,0
M8,P28,2006/8,0
M8,P28,2006/12,0
M4,P28,2005/11,0
M4,P28,2006/2,84
M4,P28,2006/2,0
M4,P28,2006/4,0
M5,P28,2005/9,0
M5,P28,2005/11,202
M5,P28,2006/7,0
M7,P28,2005/9,0
M7,P28,2005/9,11
M7,P28,2006/6,0
M7,P28,2006/9,0
M1,P28,2006/8,1781
M1,P28,2006/10,0
M9,P28,2006/8,0
M9,P28,2006/10,303
M3,P28,2007/9,0
M6,P28,2008/2,2606
M2,P24,2007/7,0
M2,P24,2007/12,0
M2,P24,2007/12,0
M4,P24,2005/1,0
M4,P24,2005/7,96
M4,P24,2005/7,51
M0,P24,2006/2,0
M0,P24,2006/3,0
M8,P24,2005/10,316
M8,P24,2005/12,7893
M8,P24,2006/9,2352
M4,P24,2005/11,0
M4,P24,2006/1,0
M4,P24,2006/5,0
M4,P24,2006/5,0
M5,P24,2005/12,706
M5,P24,2005/12,2154
M5,P24,2006/3,34
M5,P24,2006/10,0
M7,P24,2006/1,68
M1,P24,2006/7,706
M1,P24,2007/2,3360
M9,P24,2005/7,0
M9,P24,2006/10,303
M3,P24,2007/8,0
M3,P24,2007/9,0
M2,P02,2007/7,4021
M4,P02,2005/10,0
M4,P02,2005/10,152
M0,P02,2006/2,0
M0,P02,2006/3,0
M0,P02,2006/9,10680
M0,P02,2006/12,0
M0,P02,2007/1,-1
M8,P02,2006/1,101
M8,P02,2006/1,0
M8,P02,2006/5,0
M8,P02,2006/6,0
M8,P02,2006/10,0
M8,P02,2006/12,0
M4,P02,2005/11,0
M4,P02,2005/12,888
M5,P02,2005/11,0
M5,P02,2006/4,0
M5,P02,2006/7,0
M5,P02,2006/10,0
M5,P02,2007/3,0
M7,P02,2005/10,0
M7,P02,2005/11,0
M7,P02,2006/1,0
M7,P02,2006/8,0
M7,P02,2006/9,0
M1,P02,2007/1,0
M9,P02,2005/9,0
M9,P02,2005/10,44
M9,P02,2006/11,0
M3,P02,2006/10,1680
M3,P02,2007/6,0
M3,P02,2007/7,-1
M2,P19,2007/6,0
M2,P19,2007/7,0
M2,P19,2007/9,0
M4,P19,2005/4,0
M4,P19,2005/4,0
M4,P19,2005/9,0
M4,P19,2005/10,0
M0,P19,2006/2,0
M0,P19,2006/7,0
M0,P19,2006/10,0
M8,P19,2005/9,1538
M8,P19,2006/1,0
M8,P19,2006/6,0
M4,P19,2005/12,0
M5,P19,2005/11,370
M5,P19,2005/12,7448
M5,P19,2006/1,0
M5,P19,2006/2,222
M5,P19,2006/12,0
M7,P19,2006/2,42
M7,P19,2007/1,0
M7,P19,2007/2,0
M7,P19,2007/3,0
M1,P19,2006/4,0
M1,P19,2006/7,10544
M9,P19,2005/8,0
M9,P19,2005/8,672
M9,P19,2006/6,0
M9,P19,2006/10,588
M3,P19,2007/9,-6
M2,P20,2007/7,0
M2,P20,2008/1,0
M4,P20,2005/6,0
M4,P20,2005/9,365
M0,P20,2006/2,0
M0,P20,2006/2,0
M0,P20,2006/6,0
M8,P20,2006/3,0
M8,P20,2006/3,1504
M8,P20,2006/7,723
M8,P20,2006/9,0
M8,P20,2006/9,0
M8,P20,2006/9,0
M5,P20,2005/10,0
M5,P20,2006/4,0
M5,P20,2006/4,182
M5,P20,2006/8,0
M5,P20,2007/2,0
M7,P20,2006/1,236
M7,P20,2006/1,0
M7,P20,2006/6,5580
M7,P20,2006/11,0
M7,P20,2007/1,0
M7,P20,2007/3,0
M1,P20,2006/11,0
M1,P20,2006/12,0
M1,P20,2007/1,0
M9,P20,2006/3,0
M9,P20,2006/6,0
M3,P20,2006/11,0
M3,P20,2007/5,0
M3,P20,2007/9,0
M6,P20,2007/10,21
M2,P04,2007/2,0
M4,P04,2005/2,168
M4,P04,2005/4,84
M4,P04,2005/4,2069
M0,P04,2006/4,0
M0,P04,2006/11,0
M8,P04,2005/10,21
M8,P04,2006/4,294
M8,P04,2006/6,152
M8,P04,2006/6,0
M8,P04,2006/7,504
M8,P04,2006/7,0
M5,P04,2005/12,504
M7,P04,2005/10,0
M7,P04,2006/4,135
M1,P04,2006/5,0
M1,P04,2006/9,26
M9,P04,2005/12,0
M9,P04,2006/3,7535
M3,P04,2007/2,167
M3,P04,2007/6,0
M3,P04,2007/9,0
M6,P04,2007/10,538
M2,P07,2007/3,0
M0,P07,2006/4,0
M0,P07,2006/5,17
M0,P07,2006/5,320
M0,P07,2006/7,2433
M8,P07,2005/9,0
M8,P07,2006/9,0
M8,P07,2006/10,0
M5,P07,2006/1,2000
M5,P07,2007/1,0
M5,P07,2007/1,0
M5,P07,2007/2,0
M7,P07,2006/7,0
M7,P07,2006/9,0
M7,P07,2006/11,0
M9,P07,2005/8,0
M9,P07,2005/9,0
M9,P07,2006/9,0
M3,P07,2006/12,672
M2,P22,2007/2,0
M2,P22,2007/6,0
M4,P22,2005/2,0
M4,P22,2005/2,84
M4,P22,2005/8,168
M8,P22,2006/2,679
M8,P22,2006/7,336
M8,P22,2006/9,0
M8,P22,2006/12,0
M4,P22,2006/1,0
M5,P22,2006/10,0
M5,P22,2006/12,0
M5,P22,2007/3,0
M1,P22,2006/6,0
M1,P22,2006/9,471
M1,P22,2006/11,2739
M1,P22,2007/1,0
M9,P22,2005/8,807
M9,P22,2005/8,672
M9,P22,2005/10,1971
M9,P22,2006/3,7535
M9,P22,2006/8,0
M9,P22,2006/10,0
M2,P15,2007/10,0
M4,P15,2005/1,0
M4,P15,2005/3,0
M4,P15,2005/9,68
M0,P15,2006/2,0
M0,P15,2006/10,-3
M0,P15,2007/1,286
M8,P15,2005/10,0
M8,P15,2005/11,1848
M8,P15,2005/12,320
M8,P15,2006/3,0
M8,P15,2006/8,0
M4,P15,2006/2,0
M5,P15,2005/10,0
M5,P15,2006/5,91
M5,P15,2006/8,0
M5,P15,2006/8,31
M5,P15,2006/11,0
M5,P15,2007/1,0
M1,P15,2006/3,0
M9,P15,2005/11,0
M9,P15,2005/11,2764
M3,P15,2006/12,0
M3,P15,2007/2,0
M4,P17,2005/4,1428
M4,P17,2005/7,84
M4,P17,2005/10,0
M0,P17,2006/2,0
M8,P17,2005/9,0
M8,P17,2005/10,656
M8,P17,2005/12,0
M8,P17,2006/9,0
M8,P17,2006/10,9140
M8,P17,2006/12,0
M5,P17,2006/9,0
M5,P17,2007/3,-5
M7,P17,2005/12,0
M7,P17,2005/12,74
M7,P17,2006/3,4200
M7,P17,2006/7,0
M7,P17,2006/12,0
M7,P17,2007/1,0
M1,P17,2006/11,0
M9,P17,2005/11,48
M9,P17,2006/2,0
M3,P17,2006/12,7896
M3,P17,2007/1,420
M2,P30,2007/4,59
M2,P30,2007/5,1294
M4,P30,2005/5,580
M4,P30,2005/6,412
M4,P30,2005/10,42
M0,P30,2006/6,286
M0,P30,2006/7,0
M0,P30,2007/3,0
M8,P30,2006/5,426
M8,P30,2006/6,0
M8,P30,2006/9,0
M4,P30,2006/1,0
M4,P30,2006/3,-10
M4,P30,2006/5,0
M5,P30,2005/10,1591
M5,P30,2006/8,0
M5,P30,2006/8,7863
M5,P30,2007/2,0
M7,P30,2006/7,84
M1,P30,2006/6,0
M1,P30,2006/10,0
M1,P30,2006/12,0
M9,P30,2006/3,691
M3,P30,2007/4,5350
M3,P30,2007/6,-1
M3,P30,2007/8,0
M3,P30,2007/9,0
M6,P30,2007/12,336
M4,P03,2005/8,656
M4,P03,2005/11,672
M0,P03,2006/2,0
M0,P03,2006/4,0
M0,P03,2006/7,0
M0,P03,2006/10,100
